cell_id,ndvi_2015,ndvi_2018,ndvi_2021,ndvi_2024,ndvi_change_2015_2018,ndvi_change_2018_2021,ndvi_change_2021_2024,ndvi_total_change
1208,0.7243,0.2566,0.4953,0.1711,-0.46770000000000006,0.23870000000000002,-0.32420000000000004,-0.5532
1209,0.5556,0.5699,0.5734,0.3385,0.01429999999999998,0.0035000000000000586,-0.2349,-0.21709999999999996
1210,0.6121,0.1614,0.049,0.0879,-0.4507,-0.11239999999999999,0.038900000000000004,-0.5242
1211,0.3647,0.1872,0.2413,0.1253,-0.17750000000000002,0.05409999999999998,-0.11599999999999999,-0.23940000000000003
1212,0.6355,0.7254,0.7106,0.245,0.08990000000000009,-0.014800000000000035,-0.4656,-0.39049999999999996
1213,0.5919,0.6088,0.6582,0.3684,0.016900000000000026,0.0494,-0.2898,-0.22349999999999998
1214,0.4273,0.3333,0.5399,0.4007,-0.09400000000000003,0.20660000000000006,-0.13920000000000005,-0.026600000000000013
1215,0.6028,0.1824,0.5315,0.1985,-0.4204,0.34909999999999997,-0.33299999999999996,-0.4043
1216,0.472,0.1401,0.3088,0.3287,-0.3319,0.16870000000000002,0.019899999999999973,-0.14329999999999998
1217,0.5296,0.3072,0.8249,0.39,-0.2224,0.5177,-0.43489999999999995,-0.13959999999999995
1218,0.4989,0.5219,0.1547,0.0446,0.02300000000000002,-0.3672,-0.1101,-0.45430000000000004
1219,0.4595,0.3225,0.163,0.2459,-0.137,-0.1595,0.0829,-0.2136
1220,0.5335,0.1495,0.4303,0.1731,-0.384,0.28080000000000005,-0.2572,-0.36039999999999994
1221,0.4382,,,,,,,
1222,0.5921,,,,,,,
1223,0.7444,,,,,,,
1224,0.7598,,,,,,,
1225,0.6035,,,,,,,
1226,0.3976,,,,,,,
1227,0.6394,,,,,,,
1228,0.6055,,,,,,,
1229,0.7123,,,,,,,
1230,0.5795,,,,,,,
1231,0.6879,,,,,,,
1232,0.2172,,,,,,,
1233,0.4238,,,,,,,
1234,0.5121,,,,,,,
1235,0.4824,,,,,,,
1236,0.6263,,,,,,,
1237,0.3005,,,,,,,
1238,0.4188,,,,,,,
1239,0.3642,,,,,,,
1240,0.2937,,,,,,,
1241,0.5356,,,,,,,
1242,0.4949,,,,,,,
1243,0.4754,,,,,,,
1244,0.4393,,,,,,,
1245,0.297,,,,,,,
1246,0.5481,,,,,,,
1247,0.2986,,,,,,,
1248,0.5417,,,,,,,
1249,0.5227,,,,,,,
1250,0.6251,,,,,,,
1251,0.7233,,,,,,,
1252,0.7041,,,,,,,
1253,0.3174,,,,,,,
1254,0.6018,,,,,,,
1255,0.6215,,,,,,,
1256,0.6008,,,,,,,
1257,0.2856,,,,,,,
1258,0.3173,,,,,,,
1259,0.6434,,,,,,,
1260,0.6443,,,,,,,
1261,0.2724,,,,,,,
1262,0.281,,,,,,,
1263,0.4515,,,,,,,
1264,0.4255,,,,,,,
1265,0.5564,,,,,,,
1266,0.5583,,,,,,,
1267,0.5909,,,,,,,
1268,0.7337,,,,,,,
1269,0.6491,,,,,,,
1270,0.5016,,,,,,,
1271,0.5194,,,,,,,
1272,0.4225,,,,,,,
1273,0.5974,0.2337,0.6372,0.3426,-0.3637,0.40349999999999997,-0.2946,-0.2548
1274,0.7128,0.1151,0.7361,0.4652,-0.5977,0.621,-0.2709,-0.2476
1275,0.6852,0.1438,0.6861,0.2819,-0.5414,0.5423,-0.40420000000000006,-0.40330000000000005
1276,0.6173,0.0468,0.2947,0.3808,-0.5705,0.2479,0.08610000000000001,-0.23649999999999993
1277,0.4028,0.0628,0.5379,0.2755,-0.33999999999999997,0.4751000000000001,-0.2624,-0.12729999999999997
1278,0.57,0.281,0.7098,0.1429,-0.2889999999999999,0.42879999999999996,-0.5669,-0.4270999999999999
1279,0.6474,0.3766,0.5297,0.4071,-0.2708,0.15309999999999996,-0.12259999999999993,-0.24029999999999996
1280,0.4328,0.0613,0.7646,0.495,-0.3715,0.7032999999999999,-0.26959999999999995,0.06219999999999998
1281,0.4992,0.5901,0.6825,0.168,0.09089999999999998,0.09240000000000004,-0.5145,-0.33119999999999994
1282,0.3414,0.3283,0.2747,0.106,-0.0131,-0.05359999999999998,-0.16870000000000002,-0.2354
1283,0.289,0.442,0.6191,0.1272,0.15300000000000002,0.17709999999999998,-0.4919,-0.16179999999999997
1284,0.5378,-0.0165,0.7954,0.3755,-0.5542999999999999,0.8119,-0.4199,-0.16229999999999994
1285,0.4601,0.0671,0.5308,0.2029,-0.393,0.46370000000000006,-0.3279000000000001,-0.2572
1286,0.4588,0.2186,0.1695,0.1394,-0.2402,-0.04909999999999998,-0.030100000000000016,-0.3194
1287,0.4749,0.6418,0.4711,0.2697,0.16690000000000005,-0.17070000000000002,-0.20140000000000002,-0.2052
1288,0.4387,,,,,,,
1289,0.6291,,,,,,,
1290,0.2903,,,,,,,
1291,0.4999,,,,,,,
1292,0.7418,,,,,,,
1293,0.4895,,,,,,,
1294,0.5707,,,,,,,
1295,0.4183,,,,,,,
1296,0.6424,,,,,,,
1297,0.6589,,,,,,,
1298,0.6164,,,,,,,
1299,0.3729,,,,,,,
1300,0.4276,,,,,,,
1301,0.6062,,,,,,,
1302,0.6252,,,,,,,
1303,0.395,,,,,,,
1304,0.3244,,,,,,,
1305,0.373,,,,,,,
1306,0.3834,,,,,,,
1307,0.5261,,,,,,,
1308,0.4871,,,,,,,
1309,0.7106,,,,,,,
1310,0.642,,,,,,,
1311,0.3996,,,,,,,
1312,0.3766,,,,,,,
1313,0.6909,,,,,,,
1314,0.6941,,,,,,,
1315,0.7233,,,,,,,
1316,-0.0937,,,,,,,
1317,0.4999,,,,,,,
1318,0.6356,,,,,,,
1319,0.4388,,,,,,,
1320,0.5379,,,,,,,
1321,0.6787,,,,,,,
1322,0.6566,,,,,,,
1323,0.7418,,,,,,,
1324,0.6848,,,,,,,
1325,0.4108,,,,,,,
1326,0.557,,,,,,,
1327,0.4194,,,,,,,
1328,0.4512,,,,,,,
1329,0.5981,,,,,,,
1330,0.3506,,,,,,,
1331,0.3547,,,,,,,
1332,0.6688,,,,,,,
1333,0.5832,,,,,,,
1334,0.6146,,,,,,,
1335,0.302,,,,,,,
1336,0.379,,,,,,,
1337,0.5386,,,,,,,
1338,0.4742,,,,,,,
1339,0.6016,,,,,,,
1340,0.4269,0.0313,0.3322,0.1817,-0.3956,0.3009,-0.1505,-0.2452
1341,0.6334,-0.0093,0.585,0.0969,-0.6426999999999999,0.5942999999999999,-0.4881,-0.5365
1342,0.5454,-0.0015,0.5224,0.338,-0.5468999999999999,0.5238999999999999,-0.18439999999999995,-0.20739999999999997
1343,0.5625,0.3417,0.7104,0.267,-0.2208,0.3687,-0.4434,-0.2955
1344,0.4741,0.0132,0.2305,0.2866,-0.46090000000000003,0.21730000000000002,0.05610000000000001,-0.1875
1345,0.4177,0.0296,0.1767,0.2478,-0.3881,0.1471,0.0711,-0.16990000000000002
1346,0.614,0.0417,0.7282,0.3384,-0.5723,0.6865,-0.3898,-0.2756
1347,0.4208,0.4964,0.6172,0.3118,0.0756,0.12079999999999996,-0.30539999999999995,-0.10899999999999999
1348,0.5173,0.4635,0.4825,0.2608,-0.05379999999999996,0.01899999999999996,-0.2217,-0.2565
1349,0.5623,0.0335,0.289,0.1932,-0.5288,0.25549999999999995,-0.09579999999999997,-0.3691
1350,0.2689,0.2515,0.5928,0.2418,-0.01739999999999997,0.3413,-0.351,-0.027099999999999985
1351,0.5343,0.3584,0.1621,0.1865,-0.1759,-0.1963,0.024400000000000005,-0.3478
1352,0.5472,0.6167,0.4236,0.1979,0.0695,-0.19310000000000005,-0.22569999999999998,-0.34930000000000005
1353,0.5361,0.437,0.2028,0.0749,-0.09910000000000002,-0.2342,-0.1279,-0.46120000000000005
1354,0.4045,0.0553,0.278,0.2655,-0.3492,0.2227,-0.012500000000000011,-0.139
1355,0.5146,,,,,,,
1356,0.4331,,,,,,,
1357,0.5797,,,,,,,
1358,0.4992,,,,,,,
1359,0.6968,,,,,,,
1360,0.6268,,,,,,,
1361,0.4608,,,,,,,
1362,0.2935,,,,,,,
1363,0.5505,,,,,,,
1364,0.6095,,,,,,,
1365,0.5804,,,,,,,
1366,0.5427,,,,,,,
1367,0.328,,,,,,,
1368,0.2667,,,,,,,
1369,0.404,,,,,,,
1370,0.4087,,,,,,,
1371,0.363,,,,,,,
1372,0.2704,,,,,,,
1373,0.3781,,,,,,,
1374,0.4925,,,,,,,
1375,0.5758,,,,,,,
1376,0.2202,,,,,,,
1377,0.7502,,,,,,,
1378,0.714,,,,,,,
1379,0.2623,,,,,,,
1380,0.7285,,,,,,,
1381,0.3834,,,,,,,
1382,0.2118,,,,,,,
1383,0.4785,,,,,,,
1384,0.461,,,,,,,
1385,0.3429,,,,,,,
1386,0.698,,,,,,,
1387,0.1971,,,,,,,
1388,0.6649,,,,,,,
1389,0.2069,,,,,,,
1390,0.4458,,,,,,,
1391,0.7256,,,,,,,
1392,0.6056,,,,,,,
1393,0.3826,,,,,,,
1394,0.4396,,,,,,,
1395,0.636,,,,,,,
1396,0.3749,,,,,,,
1397,0.5691,,,,,,,
1398,0.6904,,,,,,,
1399,0.8477,,,,,,,
1400,0.411,,,,,,,
1401,0.3797,,,,,,,
1402,0.5176,,,,,,,
1403,0.6405,,,,,,,
1404,0.2808,,,,,,,
1405,0.3723,,,,,,,
1406,0.4961,,,,,,,
1407,0.4618,0.445,0.289,0.2983,-0.01679999999999998,-0.15600000000000003,0.00930000000000003,-0.16349999999999998
1408,0.3635,0.2239,0.4167,0.1185,-0.1396,0.19280000000000003,-0.2982,-0.245
1409,0.4258,0.3073,0.2238,0.0657,-0.1185,-0.08350000000000002,-0.15810000000000002,-0.36010000000000003
1410,0.4713,0.4328,0.4032,0.226,-0.03849999999999998,-0.029600000000000015,-0.1772,-0.2453
1411,0.6219,0.4301,0.4686,0.2443,-0.19180000000000003,0.038500000000000034,-0.22430000000000003,-0.37760000000000005
1412,0.3691,0.6565,0.3192,0.1722,0.2874,-0.3373,-0.147,-0.1969
1413,0.537,0.5077,0.4992,0.2682,-0.029299999999999993,-0.008500000000000063,-0.23099999999999998,-0.26880000000000004
1414,0.5733,0.486,0.7301,0.3969,-0.08730000000000004,0.24409999999999998,-0.3332,-0.17640000000000006
1415,0.5068,0.1157,0.245,0.112,-0.3911,0.1293,-0.133,-0.39480000000000004
1416,0.4352,0.1485,0.334,0.0835,-0.28669999999999995,0.18550000000000003,-0.2505,-0.35169999999999996
1417,0.4612,-0.0201,0.535,0.2264,-0.4813,0.5551,-0.30860000000000004,-0.2348
1418,0.5794,0.1515,0.1237,0.1201,-0.42790000000000006,-0.02779999999999999,-0.003600000000000006,-0.45930000000000004
1419,0.4421,0.2182,0.1799,0.2961,-0.2239,-0.0383,0.11619999999999997,-0.14600000000000002
1420,0.5235,0.0513,0.5883,0.3622,-0.47219999999999995,0.537,-0.22610000000000002,-0.16129999999999994
1421,0.4539,0.2354,0.4338,0.2671,-0.21850000000000003,0.19840000000000002,-0.16670000000000001,-0.18680000000000002
1422,0.4456,,,,,,,
1423,0.5095,,,,,,,
1424,0.2472,,,,,,,
1425,0.5152,,,,,,,
1426,0.4559,,,,,,,
1427,0.7317,,,,,,,
1428,0.6717,,,,,,,
1429,0.6797,,,,,,,
1430,0.5791,,,,,,,
1431,0.6733,,,,,,,
1432,0.2077,,,,,,,
1433,0.3739,,,,,,,
1434,0.29,,,,,,,
1435,0.5221,,,,,,,
1436,0.2309,,,,,,,
1437,0.3084,,,,,,,
1438,0.2476,,,,,,,
1439,0.3803,,,,,,,
1440,0.4291,,,,,,,
1441,0.2548,,,,,,,
1442,0.3937,,,,,,,
1443,0.1839,,,,,,,
1444,0.1986,,,,,,,
1445,0.7563,,,,,,,
1446,0.1748,,,,,,,
1447,0.6094,,,,,,,
1448,0.4238,,,,,,,
1449,0.3196,,,,,,,
1450,0.2587,,,,,,,
1451,0.4235,,,,,,,
1452,0.3671,,,,,,,
1453,0.4851,,,,,,,
1454,0.7747,,,,,,,
1455,0.5782,,,,,,,
1456,0.5593,,,,,,,
1457,0.5482,,,,,,,
1458,0.6424,,,,,,,
1459,0.4379,,,,,,,
1460,0.2922,,,,,,,
1461,0.5059,,,,,,,
1462,0.6771,,,,,,,
1463,0.5798,,,,,,,
1464,0.4047,,,,,,,
1465,0.5357,,,,,,,
1466,0.7766,,,,,,,
1467,0.5491,,,,,,,
1468,0.4997,,,,,,,
1469,0.4233,,,,,,,
1470,0.6292,,,,,,,
1471,0.6119,,,,,,,
1472,0.2323,,,,,,,
1473,0.2384,,,,,,,
1474,0.357,-0.0097,0.3937,0.2197,-0.36669999999999997,0.4034,-0.174,-0.13729999999999998
1475,0.3666,0.3562,0.2788,0.121,-0.010399999999999965,-0.07740000000000002,-0.1578,-0.24559999999999998
1476,0.3026,0.3071,0.414,0.2811,0.004500000000000004,0.1069,-0.13289999999999996,-0.021499999999999964
1477,0.3816,0.257,0.3848,0.211,-0.12459999999999999,0.12779999999999997,-0.17379999999999998,-0.1706
1478,0.5737,0.5674,0.2622,0.3366,-0.006299999999999972,-0.3052,0.07440000000000002,-0.23709999999999998
1479,0.5312,0.192,0.1219,0.0975,-0.3392,-0.07010000000000001,-0.02439999999999999,-0.4337
1480,0.7442,0.5367,0.6668,0.3806,-0.20750000000000002,0.1301,-0.28619999999999995,-0.3636
1481,0.4218,0.1077,0.5494,0.2205,-0.3141,0.4417,-0.32889999999999997,-0.2013
1482,0.5172,0.0318,0.5844,0.2746,-0.4854,0.5526,-0.3098,-0.24259999999999998
1483,0.564,0.0557,0.3639,0.1657,-0.5083,0.30820000000000003,-0.19820000000000002,-0.3983
1484,0.5418,0.0911,0.433,0.1648,-0.45069999999999993,0.3419,-0.2682,-0.37699999999999995
1485,0.5297,0.0558,0.277,0.1468,-0.47389999999999993,0.2212,-0.1302,-0.3828999999999999
1486,0.476,0.7005,0.7134,0.302,0.22450000000000003,0.012900000000000023,-0.41140000000000004,-0.174
1487,0.6594,0.4507,0.4276,0.1765,-0.2087,-0.02310000000000001,-0.2511,-0.4829
1488,0.5664,0.3121,0.4195,0.2175,-0.2543,0.1074,-0.20199999999999999,-0.3489
1489,0.4965,,,,,,,
1490,0.6203,,,,,,,
1491,0.5401,,,,,,,
1492,0.4726,,,,,,,
1493,0.4314,,,,,,,
1494,0.4966,,,,,,,
1495,0.6869,,,,,,,
1496,0.7325,,,,,,,
1497,0.5498,,,,,,,
1498,0.2431,,,,,,,
1499,0.6173,,,,,,,
1500,0.267,,,,,,,
1501,0.3084,,,,,,,
1502,0.263,,,,,,,
1503,0.1877,,,,,,,
1504,0.2487,,,,,,,
1505,0.3162,,,,,,,
1506,0.2218,,,,,,,
1507,0.3685,,,,,,,
1508,0.2351,,,,,,,
1509,0.4136,,,,,,,
1510,0.2605,,,,,,,
1511,0.2632,,,,,,,
1512,0.4312,,,,,,,
1513,0.5022,,,,,,,
1514,0.1794,,,,,,,
1515,0.365,,,,,,,
1516,0.2231,,,,,,,
1517,0.4811,,,,,,,
1518,0.3304,,,,,,,
1519,0.5482,,,,,,,
1520,0.6256,,,,,,,
1521,0.6755,,,,,,,
1522,0.6119,,,,,,,
1523,0.4697,,,,,,,
1524,0.3054,,,,,,,
1525,0.3736,,,,,,,
1526,0.6651,,,,,,,
1527,0.202,,,,,,,
1528,0.5098,,,,,,,
1529,0.4757,,,,,,,
1530,0.6354,,,,,,,
1531,0.5019,,,,,,,
1532,0.5308,,,,,,,
1533,0.5227,,,,,,,
1534,0.6296,,,,,,,
1535,0.5223,,,,,,,
1536,0.5042,,,,,,,
1537,0.5194,,,,,,,
1538,0.6161,,,,,,,
1539,0.4622,,,,,,,
1540,0.2477,,,,,,,
1541,0.4061,0.1943,0.5838,0.1064,-0.21180000000000002,0.38949999999999996,-0.4774,-0.2997
1542,0.324,0.092,0.4194,0.1265,-0.232,0.3274,-0.2929,-0.1975
1543,0.3347,0.2589,0.5921,0.2626,-0.07579999999999998,0.33319999999999994,-0.32949999999999996,-0.0721
1544,0.3397,0.3355,0.6288,0.211,-0.0041999999999999815,0.2933,-0.41780000000000006,-0.1287
1545,0.4908,0.5643,0.5783,0.571,0.07350000000000001,0.014000000000000012,-0.007300000000000084,0.08019999999999994
1546,0.4412,0.2172,0.5569,0.3541,-0.22399999999999998,0.33969999999999995,-0.20279999999999992,-0.08709999999999996
1547,0.4524,0.3247,0.5091,0.3559,-0.12770000000000004,0.1844,-0.1532,-0.09650000000000003
1548,0.4327,0.4709,0.4742,0.1972,0.03820000000000001,0.003300000000000025,-0.277,-0.2355
1549,0.4931,0.232,0.2946,0.1466,-0.2611,0.06259999999999996,-0.14799999999999996,-0.3465
1550,0.5588,0.3076,0.3077,0.2416,-0.2512,9.999999999998899e-05,-0.06609999999999996,-0.3171999999999999
1551,0.4463,0.078,0.483,0.3167,-0.36829999999999996,0.40499999999999997,-0.1663,-0.1296
1552,0.5817,0.1793,0.5507,0.3615,-0.4024,0.37139999999999995,-0.18919999999999998,-0.2202
1553,0.7226,0.4456,0.116,0.1034,-0.277,-0.3296,-0.0126,-0.6192
1554,0.6134,0.291,0.6736,0.2565,-0.32239999999999996,0.3826,-0.41709999999999997,-0.35689999999999994
1555,0.4993,0.3042,0.2307,0.18,-0.1951,-0.07350000000000004,-0.050699999999999995,-0.31930000000000003
1556,0.5921,,,,,,,
1557,0.5862,,,,,,,
1558,0.5986,,,,,,,
1559,0.3303,,,,,,,
1560,0.393,,,,,,,
1561,0.3935,,,,,,,
1562,0.4621,,,,,,,
1563,0.5444,,,,,,,
1564,0.4903,,,,,,,
1565,0.6266,,,,,,,
1566,0.6426,,,,,,,
1567,0.418,,,,,,,
1568,0.3433,,,,,,,
1569,0.4485,,,,,,,
1570,0.3384,,,,,,,
1571,0.2634,,,,,,,
1572,0.305,,,,,,,
1573,0.225,,,,,,,
1574,0.2498,,,,,,,
1575,0.3655,,,,,,,
1576,0.6517,,,,,,,
1577,0.2218,,,,,,,
1578,0.3634,,,,,,,
1579,0.2126,,,,,,,
1580,0.5459,,,,,,,
1581,0.2739,,,,,,,
1582,0.538,,,,,,,
1583,0.2975,,,,,,,
1584,0.6049,,,,,,,
1585,0.5432,,,,,,,
1586,0.7373,,,,,,,
1587,0.5536,,,,,,,
1588,0.4788,,,,,,,
1589,0.3429,,,,,,,
1590,0.6276,,,,,,,
1591,0.4672,,,,,,,
1592,0.5527,,,,,,,
1593,0.4979,,,,,,,
1594,0.6387,,,,,,,
1595,0.3754,,,,,,,
1596,0.6226,,,,,,,
1597,0.6096,,,,,,,
1598,0.622,,,,,,,
1599,0.5906,,,,,,,
1600,0.516,,,,,,,
1601,0.5163,,,,,,,
1602,0.605,,,,,,,
1603,0.6337,,,,,,,
1604,0.1059,,,,,,,
1605,0.2369,,,,,,,
1606,0.2644,,,,,,,
1607,0.5091,,,,,,,
1608,0.3397,0.4573,0.3149,0.1069,0.11759999999999998,-0.14239999999999997,-0.20800000000000002,-0.2328
1609,0.3126,0.2917,0.4203,0.1898,-0.020899999999999974,0.1286,-0.2305,-0.12279999999999999
1610,0.2881,0.4875,0.1024,0.1359,0.19939999999999997,-0.3851,0.03349999999999999,-0.15220000000000003
1611,0.3065,0.1775,0.6763,0.4705,-0.129,0.4988,-0.20580000000000004,0.16399999999999998
1612,0.4491,0.1751,0.1514,0.1227,-0.274,-0.0237,-0.028700000000000003,-0.3264
1613,0.3712,0.2375,0.715,0.3629,-0.13369999999999999,0.4775,-0.35209999999999997,-0.008299999999999974
1614,0.2801,0.2729,0.2164,0.2107,-0.00720000000000004,-0.05649999999999997,-0.005700000000000011,-0.06940000000000002
1615,0.4145,0.4535,0.3993,0.1565,0.039000000000000035,-0.054200000000000026,-0.2428,-0.258
1616,0.537,0.2023,0.1531,0.1306,-0.3347,-0.049199999999999994,-0.02250000000000002,-0.40640000000000004
1617,0.5271,0.3661,0.7362,0.2061,-0.16100000000000003,0.3701,-0.5301,-0.321
1618,0.3313,0.6161,0.6621,0.3516,0.2848,0.04600000000000004,-0.3105,0.02030000000000004
1619,0.4737,0.5167,0.3063,0.1809,0.04300000000000004,-0.21040000000000003,-0.1254,-0.2928
1620,0.6056,0.0178,0.3058,0.139,-0.5878,0.28800000000000003,-0.1668,-0.4666
1621,0.507,0.0902,0.1973,0.3181,-0.4168,0.1071,0.12079999999999999,-0.1889
1622,0.5171,0.0295,0.433,0.1268,-0.48760000000000003,0.40349999999999997,-0.3062,-0.3903
1623,0.4709,,,,,,,
1624,0.5499,,,,,,,
1625,0.6033,,,,,,,
1626,0.5902,,,,,,,
1627,0.5789,,,,,,,
1628,0.325,,,,,,,
1629,0.4593,,,,,,,
1630,0.3551,,,,,,,
1631,0.5473,,,,,,,
1632,0.3734,,,,,,,
1633,0.5785,,,,,,,
1634,0.1912,,,,,,,
1635,0.2689,,,,,,,
1636,0.1588,,,,,,,
1637,0.4651,,,,,,,
1638,0.3089,,,,,,,
1639,0.3907,,,,,,,
1640,0.2782,,,,,,,
1641,0.3619,,,,,,,
1642,0.1924,,,,,,,
1643,0.2734,,,,,,,
1644,0.6967,,,,,,,
1645,0.1685,,,,,,,
1646,0.4552,,,,,,,
1647,0.681,,,,,,,
1648,0.4002,,,,,,,
1649,0.2024,,,,,,,
1650,0.2119,,,,,,,
1651,0.2945,,,,,,,
1652,0.5848,,,,,,,
1653,0.5112,,,,,,,
1654,0.399,,,,,,,
1655,0.4455,,,,,,,
1656,0.4549,,,,,,,
1657,0.2954,,,,,,,
1658,0.5619,,,,,,,
1659,0.712,,,,,,,
1660,0.6136,,,,,,,
1661,0.496,,,,,,,
1662,0.5576,,,,,,,
1663,0.5335,,,,,,,
1664,0.6039,,,,,,,
1665,0.6871,,,,,,,
1666,0.4384,,,,,,,
1667,0.5399,,,,,,,
1668,0.5209,,,,,,,
1669,0.6378,,,,,,,
1670,0.4715,,,,,,,
1671,0.6717,,,,,,,
1672,0.5071,,,,,,,
1673,0.5137,,,,,,,
1674,0.6806,,,,,,,
1675,0.3922,0.3591,0.4289,0.1778,-0.03310000000000002,0.06980000000000003,-0.2511,-0.21439999999999998
1676,0.3825,0.4241,0.1518,0.2277,0.04159999999999997,-0.2723,0.07590000000000002,-0.1548
1677,0.3796,0.6004,0.757,0.3823,0.22080000000000005,0.15659999999999996,-0.37470000000000003,0.00269999999999998
1678,0.3292,0.3079,0.4592,0.1721,-0.021299999999999986,0.1513,-0.2871,-0.1571
1679,0.3442,0.1934,0.6891,0.391,-0.15080000000000002,0.49570000000000003,-0.29810000000000003,0.04680000000000001
1680,0.2936,0.0487,0.6691,0.2665,-0.24490000000000003,0.6204000000000001,-0.4026,-0.027100000000000013
1681,0.3726,0.0904,0.7581,0.3529,-0.2822,0.6677,-0.4052,-0.019699999999999995
1682,0.3402,0.4475,0.4545,0.3798,0.1073,0.007000000000000006,-0.07469999999999999,0.039600000000000024
1683,0.3833,0.1158,0.5227,0.2498,-0.26749999999999996,0.40690000000000004,-0.27290000000000003,-0.13349999999999998
1684,0.3919,0.2754,0.5326,0.1722,-0.11650000000000005,0.2572,-0.36039999999999994,-0.21970000000000003
1685,0.5075,0.0356,0.5594,0.1801,-0.47189999999999993,0.5238,-0.37929999999999997,-0.3273999999999999
1686,0.4756,0.5783,0.3972,0.15,0.10270000000000001,-0.18110000000000004,-0.2472,-0.3256
1687,0.6234,0.5927,0.4609,0.2917,-0.03069999999999995,-0.13180000000000003,-0.16919999999999996,-0.33169999999999994
1688,0.5301,0.1302,0.1542,0.2309,-0.39990000000000003,0.023999999999999994,0.07669999999999999,-0.2992
1689,0.3676,0.2733,0.6306,0.491,-0.0943,0.35730000000000006,-0.13960000000000006,0.12340000000000001
1690,0.5469,,,,,,,
1691,0.614,,,,,,,
1692,0.6239,,,,,,,
1693,0.3119,,,,,,,
1694,0.4179,,,,,,,
1695,0.4328,,,,,,,
1696,0.4029,,,,,,,
1697,0.4164,,,,,,,
1698,0.3701,,,,,,,
1699,0.3453,,,,,,,
1700,0.5106,,,,,,,
1701,0.2005,,,,,,,
1702,0.4905,,,,,,,
1703,0.4308,,,,,,,
1704,0.393,,,,,,,
1705,0.2417,,,,,,,
1706,0.4958,,,,,,,
1707,0.2079,,,,,,,
1708,0.2661,,,,,,,
1709,0.3732,,,,,,,
1710,0.6962,,,,,,,
1711,0.6198,,,,,,,
1712,0.4948,,,,,,,
1713,0.8256,,,,,,,
1714,0.7389,,,,,,,
1715,0.3285,,,,,,,
1716,0.2529,,,,,,,
1717,0.4681,,,,,,,
1718,0.3346,,,,,,,
1719,0.5429,,,,,,,
1720,0.6828,,,,,,,
1721,0.6303,,,,,,,
1722,0.5794,,,,,,,
1723,0.3608,,,,,,,
1724,0.6407,,,,,,,
1725,0.7619,,,,,,,
1726,0.5802,,,,,,,
1727,0.3269,,,,,,,
1728,0.4978,,,,,,,
1729,0.6659,,,,,,,
1730,0.6344,,,,,,,
1731,0.5598,,,,,,,
1732,0.3064,,,,,,,
1733,0.5922,,,,,,,
1734,0.5929,,,,,,,
1735,0.5614,,,,,,,
1736,0.6941,,,,,,,
1737,0.3059,,,,,,,
1738,0.617,,,,,,,
1739,0.5424,,,,,,,
1740,0.6886,,,,,,,
1741,0.3496,,,,,,,
1742,0.4367,-0.0112,0.4719,0.1917,-0.44789999999999996,0.4831,-0.2802,-0.24499999999999997
1743,0.396,0.0641,0.6174,0.2511,-0.33190000000000003,0.5532999999999999,-0.36629999999999996,-0.14490000000000003
1744,0.3964,0.5197,0.3533,0.2332,0.12330000000000008,-0.16640000000000005,-0.12010000000000001,-0.16319999999999998
1745,0.5061,0.2584,0.5564,0.423,-0.24769999999999998,0.298,-0.13340000000000002,-0.08310000000000001
1746,0.5062,0.1434,0.5556,0.2685,-0.3628,0.4122,-0.28709999999999997,-0.23769999999999997
1747,0.3202,0.5054,0.7486,0.1971,0.18519999999999998,0.24320000000000008,-0.5515000000000001,-0.12309999999999999
1748,0.4477,0.0839,0.2154,0.3607,-0.3638,0.1315,0.1453,-0.08699999999999997
1749,0.3675,0.2132,0.3091,0.3716,-0.1543,0.09589999999999999,0.0625,0.0040999999999999925
1750,0.4669,0.31,0.2734,0.3579,-0.15689999999999998,-0.03660000000000002,0.08450000000000002,-0.10899999999999999
1751,0.4141,0.2356,0.4186,0.3272,-0.17850000000000002,0.18300000000000002,-0.09140000000000004,-0.08690000000000003
1752,0.4325,0.5478,0.4345,0.2485,0.11529999999999996,-0.11329999999999996,-0.186,-0.184
1753,0.6176,0.0979,0.7042,0.4027,-0.5197,0.6063000000000001,-0.30150000000000005,-0.21490000000000004
1754,0.4863,0.3938,0.3705,0.0575,-0.09250000000000003,-0.023299999999999987,-0.313,-0.4288
1755,0.3969,0.5574,0.3534,0.246,0.16050000000000003,-0.20400000000000001,-0.1074,-0.15089999999999998
1756,0.4169,0.2364,0.5756,0.3602,-0.1805,0.3392,-0.21539999999999998,-0.05669999999999997
1757,0.5931,,,,,,,
1758,0.4767,,,,,,,
1759,0.6378,,,,,,,
1760,0.4861,,,,,,,
1761,0.5498,,,,,,,
1762,0.4209,,,,,,,
1763,0.3732,,,,,,,
1764,0.576,,,,,,,
1765,0.4867,,,,,,,
1766,0.4384,,,,,,,
1767,0.3316,,,,,,,
1768,0.2974,,,,,,,
1769,0.2877,,,,,,,
1770,0.1557,,,,,,,
1771,0.2168,,,,,,,
1772,0.226,,,,,,,
1773,0.2919,,,,,,,
1774,0.8178,,,,,,,
1775,0.6864,,,,,,,
1776,0.7256,,,,,,,
1777,0.7096,,,,,,,
1778,0.7797,,,,,,,
1779,0.4735,,,,,,,
1780,0.7221,,,,,,,
1781,0.759,,,,,,,
1782,0.4997,,,,,,,
1783,0.7954,,,,,,,
1784,0.3854,,,,,,,
